#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
;;kqz;kq;Korana
;;atr;at;Waimiri-Atroari
;;nyj;ny;Nyanga
;;mlv;ml;Motlav
;;kox;ko;Coxima
;;jmi;jm;Jimi (Nigeria)
;;xrt;xr;Aranama-Tamique
;;qur;qu;Yanahuanca Pasco Quechua
;;aim;ai;Aimol
;;sdp;sd;Sherdukpen
;;sez;se;Senthang Chin
;;err;er;Erre
;;kbh;kb;Camsá
;;nev;ne;Nyaheun
;;knq;kn;Kintaq
;;mgg;mg;Mpongmpong
;;jra;jr;Jarai
;;bgy;bg;Benggoi
;;nrb;nr;Nara
;;ksm;ks;Kumba
;;bwr;bw;Bura-Pabir
;;cui;cu;Cuiba
;;omb;om;East Ambae
;;zor;zo;Rayón Zoque
;;gbl;gb;Gamit
;;kzm;kz;Kais
;;iyo;iy;Mesaka
;;nin;ni;Ninzo
;;krp;kr;Korop
;;nae;na;Naka'ela
;;ktm;kt;Kurti
;;dti;dt;Ana Tinga Dogon
;;xki;xk;Kenyan Sign Language
;;bjb;bj;Banggarla
;;bkv;bk;Bekwarra
;;mwm;mw;Sar
;;mqy;mq;Manggarai
;;bkc;bk;Baka (Cameroon)
;;tlw;tl;South Wemale
;;lot;lo;Otuho
;;iow;io;Iowa-Oto
;;ksa;ks;Shuwa-Zamani
;;twr;tw;Southwestern Tarahumara
;;tqu;tq;Touo
;;quk;qu;Chachapoyas Quechua
;;bwy;bw;Cwi Bwamu
;;duf;du;Dumbea
;;aox;ao;Atorada
;;xct;xc;Classical Tibetan
;;hol;ho;Holu
;;xtn;xt;Northern Tlaxiaco Mixtec
;;tla;tl;Southwestern Tepehuan
;;uya;uy;Doko-Uyanga
;;rup;ru;Macedo-Romanian
;;npn;np;Mondropolon
;;ijs;ij;Southeast Ijo
;;asw;as;Australian Aborigines Sign Language
;;wrp;wr;Waropen
;;leb;le;Lala-Bisa
;;afd;af;Andai
;;dip;di;Northeastern Dinka
;;loa;lo;Loloda
;;lhs;lh;Mlahsö
;;hoc;ho;Ho
;;oca;oc;Ocaina
;;xam;xa;/Xam
;;rkm;rk;Marka
;;mtc;mt;Munit
;;xnh;xn;Kuanhua
;;gda;gd;Gade Lohar
;;rgr;rg;Resígaro
;;nct;nc;Chothe Naga
;;brv;br;Western Bru
;;kit;ki;Agob
;;une;un;Uneme
;;kdm;kd;Kagoma
;;puu;pu;Punu
;;mxo;mx;Mbowe
;;bgb;bg;Bobongko
;;cdz;cd;Koda
;;gni;gn;Gooniyandi
;;chy;ch;Cheyenne
;;wrd;wr;Warduji
;;mha;mh;Manda (India)
;;kim;ki;Karagas
;;umi;um;Ukit
;;ppe;pp;Papi
;;qua;qu;Quapaw
;;jdt;jd;Judeo-Tat
;;gpn;gp;Taiap
;;bsv;bs;Baga Sobané
;;bxn;bx;Burduna
;;spb;sp;Sepa (Indonesia)
;;gip;gi;Gimi (West New Britain)
;;rdb;rd;Rudbari
;;giy;gi;Giyug
;;tdb;td;Panchpargania
;;sju;sj;Ume Sami
;;zsr;zs;Southern Rincon Zapotec
;;olm;ol;Oloma
;;wom;wo;Wom (Nigeria)
;;xbn;xb;Kenaboi
;;sdg;sd;Savi
;;sox;so;So (Cameroon)
;;nmt;nm;Namonuito
;;nwx;nw;Middle Newar
;;tte;tt;Bwanabwana
;;tik;ti;Tikar
;;nxn;nx;Ngawun
;;mcq;mc;Ese
;;bet;be;Guiberoua Béte
;;xmz;xm;Mori Bawah
;;soe;so;Songomeno
;;tlo;tl;Talodi
;;enc;en;En
;;sqo;sq;Sorkhei
;;kkz;kk;Kaska
;;jat;ja;Jakati
;;mih;mi;Chayuco Mixtec
;;srw;sr;Serua
;;ore;or;Orejón
;;dhd;dh;Dhundari
;;yan;ya;Mayangna
;;ums;um;Pendau
;;bac;ba;Badui
;;ail;ai;Aimele
;;anm;an;Anal
;;btc;bt;Bati (Cameroon)
;;woc;wo;Wogeo
;;nnn;nn;Ngete
;;gvp;gv;Pará Gavião
;;gnu;gn;Gnau
;;akh;ak;Angal Heneng
;;gng;gn;Ngangam
;;xom;xo;Komo (Sudan)
;;pop;po;Pwapwa
;;deg;de;Degema
;;gxx;gx;Wè Southern
;;wbt;wb;Wanman
;;nus;nu;Nuer
;;agi;ag;Agariya
;;tsr;ts;Akei
;;ssx;ss;Samberigi
;;xem;xe;Kembayan
;;hms;hm;Southern Qiandong Miao
;;sey;se;Secoya
;;bri;br;Mokpwe
;;bji;bj;Burji
;;myo;my;Anfillo
;;rey;re;Reyesano
;;xnb;xn;Kanakanabu
;;jul;ju;Jirel
;;doo;do;Dongo
;;png;pn;Pongu
;;lay;la;Lama (Myanmar)
;;bfs;bf;Southern Bai
;;rmc;rm;Carpathian Romani
;;kkd;kk;Kinuku
;;gwt;gw;Gawar-Bati
;;phn;ph;Phoenician
;;mcc;mc;Bitur
;;jeg;je;Jeng
;;aoa;ao;Angolar
;;fao;fa;Faroese
;;ywu;yw;Wumeng Nasu
;;hme;hm;Eastern Huishui Hmong
;;aie;ai;Amara
;;pwo;pw;Pwo Western Karen
;;yog;yo;Yogad
;;grm;gr;Kota Marudu Talantang
;;bgl;bg;Bo (Laos)
;;lak;la;Laka (Nigeria)
;;lnj;ln;Leningitij
;;mkb;mk;Mal Paharia
;;cjk;cj;Chokwe
;;kwn;kw;Kwangali
;;kpl;kp;Kpala
;;cos;co;Corsican
;;xcl;xc;Classical Armenian
;;veo;ve;Ventureño
;;okr;ok;Kirike
;;sie;si;Simaa
;;pkb;pk;Pokomo
;;kcw;kc;Kabwari
;;smf;sm;Auwe
;;lpa;lp;Lelepa
;;txg;tx;Tangut
;;baz;ba;Tunen
;;gbq;gb;Gbaya-Bozoum
;;ses;se;Koyraboro Senni Songhai
;;biu;bi;Biete
;;hmv;hm;Hmong Dô
;;tsk;ts;Tseku
;;bkh;bk;Bakoko
;;dsi;ds;Disa
;;oaa;oa;Orok
;;mnc;mn;Manchu
;;crg;cr;Michif
;;ilw;il;Talur
;;gdo;gd;Ghodoberi
;;ppn;pp;Papapana
;;mwq;mw;Mün Chin
;;guk;gu;Gumuz
;;zuy;zu;Zumaya
;;xbi;xb;Kombio
;;aid;ai;Alngith
;;keu;ke;Akebu
;;sda;sd;Toraja-Sa'dan
;;jls;jl;Jamaican Sign Language
;;suj;su;Shubi
;;nlx;nl;Nahali
;;duk;du;Uyajitaya
;;txi;tx;Ikpeng
;;gye;gy;Gyem
;;siz;si;Siwi
;;aog;ao;Angoram
;;bbm;bb;Babango
;;hmu;hm;Hamap
;;ynh;yn;Yangho
;;ckq;ck;Kajakse
;;gil;gi;Gilbertese
;;nrp;nr;North Picene
;;kpk;kp;Kpan
;;sdr;sd;Oraon Sadri
;;gnl;gn;Gangulu
;;gwn;gw;Gwandara
;;hia;hi;Lamang
;;ymh;ym;Mili
;;iya;iy;Iyayu
;;hig;hi;Kamwe
;;nnt;nn;Nanticoke
;;dgs;dg;Dogoso
;;fkv;fk;Kven Finnish
;;agr;ag;Aguaruna
;;wlg;wl;Kunbarlang
;;gyd;gy;Kayardild
;;mra;mr;Mlabri
;;hmp;hm;Northern Mashan Hmong
;;nfl;nf;Ayiwo
;;leh;le;Lenje
;;lfa;lf;Lefa
;;ybm;yb;Yaben
;;mge;mg;Mango
;;cky;ck;Cakfem-Mushere
;;sbk;sb;Safwa
;;srh;sr;Sarikoli
;;cul;cu;Culina
;;kwg;kw;Sara Kaba Deme
;;skg;sk;Sakalava Malagasy
;;gax;ga;Borana-Arsi-Guji Oromo
;;kpd;kp;Koba
;;wbw;wb;Woi
;;btz;bt;Batak Alas-Kluet
;;bit;bi;Berinomo
;;gza;gz;Ganza
;;tkw;tk;Teanu
;;ksc;ks;Southern Kalinga
;;sot;so;Southern Sotho
;;res;re;Reshe
;;asy;as;Yaosakor Asmat
;;vnk;vn;Vano
;;lhu;lh;Lahu
;;sqq;sq;Sou
;;nuq;nu;Nukumanu
;;ils;il;International Sign
;;eit;ei;Eitiep
;;rmo;rm;Sinte Romani
;;mbj;mb;Nadëb
;;bnd;bn;Banda (Indonesia)
;;kmi;km;Kami (Nigeria)
;;brf;br;Bera
;;bdr;bd;West Coast Bajau
;;mcs;mc;Mambai
;;pox;po;Polabian
;;shw;sh;Shwai
;;byy;by;Buya
;;ssm;ss;Semnam
;;nyg;ny;Nyindu
;;ckr;ck;Kairak
;;wep;we;Westphalien
;;poq;po;Texistepec Popoluca
;;loh;lo;Narim
;;krf;kr;Koro (Vanuatu)
;;yev;ye;Yapunda
;;tgf;tg;Chalikha
;;sqh;sq;Shau
;;gbc;gb;Garawa
;;crf;cr;Caramanta
;;cow;co;Cowlitz
;;btq;bt;Batek
;;ump;um;Umpila
;;ais;ai;Nataoran Amis
;;kbn;kb;Kare (Central African Republic)
;;pka;pk;Ardhamāgadhī Prākrit
;;ruk;ru;Che
;;pnr;pn;Panim
;;maf;ma;Mafa
;;vaf;va;Vafsi
;;lpn;lp;Long Phuri Naga
;;aky;ak;Aka-Kol
;;orn;or;Orang Kanaq
;;npl;np;Southeastern Puebla Nahuatl
;;poc;po;Poqomam
;;pwr;pw;Powari
;;nyd;ny;Nyore
;;gkn;gk;Gokana
;;hks;hk;Hong Kong Sign Language
;;xco;xc;Chorasmian
;;bcc;bc;Southern Balochi
;;mwx;mw;Mediak
;;zpw;zp;Zaniza Zapotec
;;roc;ro;Cacgia Roglai
;;cse;cs;Czech Sign Language
;;mfa;mf;Pattani Malay
;;rwr;rw;Marwari (India)
;;kpv;kp;Komi-Zyrian
;;bwg;bw;Barwe
;;gdm;gd;Laal
;;jmb;jm;Zumbun
;;mmw;mm;Emae
;;grg;gr;Madi
;;sxo;sx;Sorothaptic
;;spo;sp;Spokane
;;xng;xn;Middle Mongolian
;;nra;nr;Ngom
;;cen;ce;Cen
;;ztu;zt;Güilá Zapotec
;;tub;tu;Tübatulabal
;;kni;kn;Kanufi
;;woa;wo;Tyaraity
;;udl;ud;Wuzlam
;;ima;im;Mala Malasar
;;czo;cz;Min Zhong Chinese
;;zmi;zm;Negeri Sembilan Malay
;;srp;sr;Serbian
;;suy;su;Suyá
;;nbw;nb;Southern Ngbandi
;;pcp;pc;Pacahuara
;;luz;lu;Southern Luri
;;hrt;hr;Hértevin
;;top;to;Papantla Totonac
;;ztl;zt;Lapaguía-Guivini Zapotec
;;smy;sm;Semnani
;;bxk;bx;Bukusu
;;ibr;ib;Ibuoro
;;och;oc;Old Chinese
;;bjt;bj;Balanta-Ganja
;;bmy;bm;Bemba (Democratic Republic of Congo)
;;fau;fa;Fayu
;;kxr;kx;Koro (Papua New Guinea)
;;tir;ti;Tigrinya
;;nio;ni;Nganasan
;;nsx;ns;Nsongo
;;wei;we;Kiunum
;;piz;pi;Pije
;;kgy;kg;Kyerung
;;omx;om;Old Mon
;;ahl;ah;Igo
;;mgy;mg;Mbunga
;;mfj;mf;Mefele
;;var;va;Huarijio
;;dap;da;Nisi (India)
;;stf;st;Seta
;;yau;ya;Yuwana
;;npu;np;Puimei Naga
;;kkw;kk;Teke-Kukuya
;;mlw;ml;Moloko
;;lld;ll;Ladin
;;del;de;Delaware
;;luf;lu;Laua
;;nij;ni;Ngaju
;;agd;ag;Agarabi
;;dga;dg;Southern Dagaare
;;mko;mk;Mingang Doso
;;keg;ke;Tese
;;kkp;kk;Gugubera
;;gml;gm;Middle Low German
;;hbb;hb;Huba
;;mns;mn;Mansi
;;xmw;xm;Tsimihety Malagasy
;;ncu;nc;Chumburung
;;smk;sm;Bolinao
;;aru;ar;Aruá (Amazonas State)
;;ayo;ay;Ayoreo
;;kmp;km;Gimme
;;dis;di;Dimasa
;;kdj;kd;Karamojong
;;acm;ac;Mesopotamian Arabic
;;tqr;tq;Torona
;;bez;be;Bena (Tanzania)
;;skr;sk;Seraiki
;;ali;al;Amaimon
;;bxq;bx;Beele
;;elm;el;Eleme
;;loz;lo;Lozi
;;mcn;mc;Masana
;;tlj;tl;Talinga-Bwisi
;;muu;mu;Yaaku
;;mne;mn;Naba
;;llm;ll;Lasalimu
;;gvn;gv;Kuku-Yalanji
;;nbp;nb;Nnam
;;cdy;cd;Chadong
;;deh;de;Dehwari
;;oac;oa;Oroch
;;bzr;bz;Biri
;;ntu;nt;Natügu
;;kjp;kj;Pwo Eastern Karen
;;ydk;yd;Yoidik
;;uve;uv;West Uvean
;;bjo;bj;Mid-Southern Banda
;;lgz;lg;Ligenza
;;xtd;xt;Diuxi-Tilantongo Mixtec
;;nis;ni;Nimi
;;fla;fl;Kalispel-Pend d'Oreille
;;gym;gy;Ngäbere
;;yoy;yo;Yoy
;;fqs;fq;Fas
;;sew;se;Sewa Bay
;;cde;cd;Chenchu
;;lae;la;Pattani
;;zns;zn;Mangas
;;mkv;mk;Mafea
;;xcg;xc;Cisalpine Gaulish
;;ulw;ul;Ulwa
;;obu;ob;Obulom
;;xmq;xm;Kuku-Mangk
;;mzl;mz;Mazatlán Mixe
;;jrt;jr;Jorto
;;xko;xk;Kiorr
;;kis;ki;Kis
;;ssd;ss;Siroi
;;pys;py;Paraguayan Sign Language
;;nnf;nn;Ngaing
;;gmn;gm;Gimnime
;;hvc;hv;Haitian Vodoun Culture Language
;;abb;ab;Bankon
;;mce;mc;Itundujia Mixtec
;;gss;gs;Greek Sign Language
;;whk;wh;Wahau Kenyah
;;jaq;ja;Yaqay
;;mtj;mt;Moskona
;;gmd;gm;Mághdì
;;ity;it;Moyadan Itneg
;;byr;by;Baruya
;;bar;ba;Bavarian
;;jni;jn;Janji
;;txr;tx;Tartessian
;;mec;me;Mara
;;kyv;ky;Kayort
;;zkp;zk;São Paulo Kaingáng
;;xsb;xs;Tinà Sambal
;;bqf;bq;Baga Kaloum
;;bso;bs;Buso
;;pol;po;Polish
;;efi;ef;Efik
;;nza;nz;Tigon Mbembe
;;bvu;bv;Bukit Malay
;;hrm;hr;Horned Miao
;;dgz;dg;Daga
;;loo;lo;Lombo
;;sbb;sb;Simbo
;;dop;do;Lukpa
;;jet;je;Manem
;;hoh;ho;Hobyót
;;oyd;oy;Oyda
;;xcy;xc;Cayuse
;;tea;te;Temiar
;;mba;mb;Higaonon
;;blz;bl;Balantak
;;dbj;db;Ida'an
;;adl;ad;Galo
;;glh;gl;Northwest Pashayi
;;stt;st;Budeh Stieng
;;dur;du;Dii
;;tms;tm;Tima
;;dri;dr;C'lela
;;ukp;uk;Ukpe-Bayobiri
;;xmr;xm;Meroitic
;;nep;ne;Nepali
;;yej;ye;Yevanic
;;mgr;mg;Mambwe-Lungu
;;men;me;Mende (Sierra Leone)
;;kzy;kz;Kango (Tshopo District)
;;vmu;vm;Muluridyi
;;pap;pa;Papiamento
;;mvn;mv;Minaveha
;;hgm;hg;Hai//om
;;zaj;za;Zaramo
;;ltu;lt;Latu
;;opo;op;Opao
;;cbc;cb;Carapana
;;hai;ha;Haida
;;hul;hu;Hula
;;vkl;vk;Kulisusu
;;sar;sa;Saraveca
;;dez;de;Dengese
;;gao;ga;Gants
;;phl;ph;Phalura
;;kvq;kv;Geba Karen
;;ddd;dd;Dongotono
;;hto;ht;Minica Huitoto
;;mvg;mv;Yucuañe Mixtec
;;thd;th;Thayore
;;pzn;pz;Para Naga
;;dtt;dt;Toro Tegu Dogon
;;slz;sl;Ma'ya
;;lbt;lb;Lachi
;;rmx;rm;Romam
;;ikt;ik;Western Canadian Inuktitut
;;ark;ar;Arikapú
;;tyi;ty;Teke-Tsaayi
;;alr;al;Alutor
;;kxa;kx;Kairiru
;;ami;am;Amis
;;nzz;nz;Nanga Dama Dogon
;;gis;gi;North Giziga
;;hus;hu;Huastec
;;goa;go;Guro
;;avk;av;Kotava
;;bqa;bq;Tchumbuli
;;era;er;Eravallan
;;nhd;nh;Chiripá
;;zhw;zh;Zhoa
;;bsh;bs;Kati
;;gig;gi;Goaria
;;twu;tw;Termanu
;;lcq;lc;Luhu
;;zpk;zp;Tlacolulita Zapotec
;;wms;wm;Wambon
;;zpb;zp;Yautepec Zapotec
;;blq;bl;Baluan-Pam
;;myr;my;Muniche
;;khg;kh;Khams Tibetan
;;kxy;kx;Kayong
;;bor;bo;Borôro
;;tdf;td;Talieng
;;dit;di;Dirari
;;mug;mu;Musgu
;;rif;ri;Tarifit
;;xeg;xe;//Xegwi
;;lbs;lb;Libyan Sign Language
;;zpt;zp;San Vicente Coatlán Zapotec
;;nef;ne;Nefamese
;;ham;ha;Hewa
;;rou;ro;Runga
;;xwa;xw;Kwaza
;;arx;ar;Aruá (Rodonia State)
;;duu;du;Drung
;;dzl;dz;Dzalakha
;;gbh;gb;Defi Gbe
;;tnl;tn;Lenakel
;;syy;sy;Al-Sayyid Bedouin Sign Language
;;gnc;gn;Guanche
;;isu;is;Isu (Menchum Division)
;;bys;by;Burak
;;umm;um;Umon
;;apv;ap;Alapmunte
;;cri;cr;Sãotomense
;;nog;no;Nogai
;;zbt;zb;Batui
;;opy;op;Ofayé
;;bxd;bx;Pela
;;ano;an;Andoque
;;byl;by;Bayono
;;szc;sz;Semaq Beri
;;mth;mt;Munggui
;;eme;em;Emerillon
;;quc;qu;K'iche'
;;rmi;rm;Lomavren
;;xtc;xt;Katcha-Kadugli-Miri
;;nkc;nk;Nkongho
;;mjj;mj;Mawak
;;sgt;sg;Brokpake
;;bhl;bh;Bimin
;;gbu;gb;Gagadu
;;ako;ak;Akurio
;;kzc;kz;Bondoukou Kulango
;;ych;yc;Chesu
;;svc;sv;Vincentian Creole English
;;tsn;ts;Tswana
;;mds;md;Maria (Papua New Guinea)
;;qwc;qw;Classical Quechua
;;neg;ne;Negidal
;;ekk;ek;Standard Estonian
;;mew;me;Maaka
;;prl;pr;Peruvian Sign Language
;;amt;am;Amto
;;xtj;xt;San Juan Teita Mixtec
;;adz;ad;Adzera
;;cjo;cj;Ashéninka Pajonal
;;klp;kl;Kamasa
;;zag;za;Zaghawa
;;xbw;xb;Kambiwá
;;aas;aa;Aasáx
;;mmi;mm;Musar
;;dtd;dt;Ditidaht
;;jos;jo;Jordanian Sign Language
;;ygl;yg;Yangum Gel
;;adq;ad;Adangbe
;;tii;ti;Tiene
;;tnu;tn;Tay Khang
;;mjh;mj;Mwera (Nyasa)
;;mwj;mw;Maligo
;;acf;ac;Saint Lucian Creole French
;;fng;fn;Fanagalo
;;dwl;dw;Walo Kumbe Dogon
;;ksu;ks;Khamyang
;;xpi;xp;Pictish
;;nyn;ny;Nyankole
;;kzg;kz;Kikai
;;xmh;xm;Kuku-Muminh
;;dec;de;Dagik
;;lcc;lc;Legenyem
;;fij;fi;Fijian
;;nda;nd;Ndasa
;;deu;de;German
;;kgk;kg;Kaiwá
;;yih;yi;Western Yiddish
;;hnh;hn;//Ani
;;kry;kr;Kryts
;;bmn;bm;Bina (Papua New Guinea)
;;ghk;gh;Geko Karen
;;soi;so;Sonha
;;kwb;kw;Kwa
;;xgr;xg;Garza
;;srb;sr;Sora
;;ola;ol;Walungge
;;nri;nr;Chokri Naga
;;wai;wa;Wares
;;agw;ag;Kahua
;;mjs;mj;Miship
;;sjd;sj;Kildin Sami
;;doy;do;Dompo
;;wmb;wm;Wambaya
;;gdb;gd;Pottangi Ollar Gadaba
;;xke;xk;Kereho
;;nkr;nk;Nukuoro
;;mxj;mx;Miju-Mishmi
;;afe;af;Putukwam
;;kbt;kb;Abadi
;;aeb;ae;Tunisian Arabic
;;uis;ui;Uisai
;;opa;op;Okpamheri
;;bbd;bb;Bau
;;kvf;kv;Kabalai
;;mzs;mz;Macanese
;;swh;sw;Swahili (individual language)
;;nme;nm;Mzieme Naga
;;hsh;hs;Hungarian Sign Language
;;bhm;bh;Bathari
;;zrg;zr;Mirgan
;;plp;pl;Palpa
;;cup;cu;Cupeño
;;mjq;mj;Malaryan
;;pno;pn;Panobo
;;gta;gt;Guató
;;rnw;rn;Rungwa
;;nue;nu;Ngundu
;;koi;ko;Komi-Permyak
;;qxn;qx;Northern Conchucos Ancash Quechua
;;ymx;ym;Northern Muji
;;ckx;ck;Caka
;;rem;re;Remo
;;kws;kw;Kwese
;;xqa;xq;Karakhanid
;;cbw;cb;Kinabalian
;;gnq;gn;Gana
;;ccm;cc;Malaccan Creole Malay
;;cpn;cp;Cherepon
;;dai;da;Day
;;jku;jk;Labir
;;sns;sn;South West Bay
;;ruo;ru;Istro Romanian
;;vmp;vm;Soyaltepec Mazatec
;;nyr;ny;Nyiha (Malawi)
;;akx;ak;Aka-Kede
;;awa;aw;Awadhi
;;cpg;cp;Cappadocian Greek
;;dow;do;Doyayo
;;teq;te;Temein
;;gel;ge;ut-Ma'in
;;mry;mr;Mandaya
;;tgs;tg;Nume
;;swa;sw;Swahili (macrolanguage)
;;bhu;bh;Bhunjia
;;sry;sr;Sera
;;ydd;yd;Eastern Yiddish
;;xmd;xm;Mbudum
;;cay;ca;Cayuga
;;xar;xa;Karami
;;mom;mo;Mangue
;;aqg;aq;Arigidi
;;myg;my;Manta
;;kli;kl;Kalumpang
;;tkn;tk;Toku-No-Shima
;;aek;ae;Haeke
;;ddj;dd;Jaru
;;lll;ll;Lilau
;;krc;kr;Karachay-Balkar
;;kyn;ky;Northern Binukidnon
;;tzj;tz;Tz'utujil
;;nms;nm;Letemboi
;;awv;aw;Jair Awyu
;;bkw;bk;Bekwel
;;paf;pa;Paranawát
;;nnz;nn;Nda'nda'
;;lng;ln;Langobardic
;;njj;nj;Njen
;;tyr;ty;Tai Daeng
;;twh;tw;Tai Dón
;;mwk;mw;Kita Maninkakan
;;zhb;zh;Zhaba
;;puy;pu;Purisimeño
;;nou;no;Ewage-Notu
;;enf;en;Forest Enets
;;jeh;je;Jeh
;;tur;tu;Turkish
;;laq;la;Qabiao
;;old;ol;Mochi
;;heh;he;Hehe
;;aue;au;=/Kx'au//'ein
;;tpl;tp;Tlacoapa Me'phaa
;;mpz;mp;Mpi
;;blg;bl;Balau
;;ttn;tt;Towei
;;slk;sl;Slovak
;;arj;ar;Arapaso
;;rpt;rp;Rapting
;;bpp;bp;Kaure
;;jua;ju;Júma
;;apo;ap;Ambul
;;frm;fr;Middle French (ca. 1400-1600)
;;coh;co;Chonyi-Dzihana-Kauma
;;oia;oi;Oirata
;;wii;wi;Minidien
;;ggt;gg;Gitua
;;yuw;yu;Yau (Morobe Province)
;;onu;on;Unua
;;all;al;Allar
;;bbk;bb;Babanki
;;agz;ag;Mt. Iriga Agta
;;dbq;db;Daba
;;idb;id;Indo-Portuguese
;;rar;ra;Rarotongan
;;ngk;ng;Ngalkbun
;;mwv;mw;Mentawai
;;thy;th;Tha
;;bic;bi;Bikaru
;;ngg;ng;Ngbaka Manza
;;yle;yl;Yele
;;xhr;xh;Hernican
;;prp;pr;Parsi
;;mku;mk;Konyanka Maninka
;;thr;th;Rana Tharu
;;ksy;ks;Kharia Thar
;;omr;om;Old Marathi
;;kud;ku;'Auhelawa
;;swi;sw;Sui
;;bib;bi;Bissa
;;mgh;mg;Makhuwa-Meetto
;;lef;le;Lelemi
;;xep;xe;Epi-Olmec
;;arg;ar;Aragonese
;;zua;zu;Zeem
;;ese;es;Ese Ejja
;;pmf;pm;Pamona
;;tpa;tp;Taupota
;;sbh;sb;Sori-Harengan
;;kvl;kv;Brek Karen
;;hmi;hm;Northern Huishui Hmong
;;gka;gk;Guya
;;apc;ap;North Levantine Arabic
;;ogu;og;Ogbronuagum
;;alf;al;Alege
;;pmt;pm;Tuamotuan
;;jup;ju;Hupdë
;;plh;pl;Paulohi
;;nud;nu;Ngala
;;bee;be;Byangsi
;;ror;ro;Rongga
;;pna;pn;Punan Bah-Biau
;;obm;ob;Moabite
;;krh;kr;Kurama
;;ogg;og;Ogbogolo
;;jaj;ja;Zazao
;;zen;ze;Zenaga
;;add;ad;Dzodinka
;;bye;by;Pouye
;;mpv;mp;Mungkip
;;fil;fi;Filipino
;;bdg;bd;Bonggi
;;ktq;kt;Katabaga
;;tpj;tp;Tapieté
;;bep;be;Besoa
;;acw;ac;Hijazi Arabic
;;hrz;hr;Harzani
;;zsl;zs;Zambian Sign Language
;;mxr;mx;Murik (Malaysia)
;;bci;bc;Baoulé
;;ysl;ys;Yugoslavian Sign Language
;;txh;tx;Thracian
;;szd;sz;Seru
;;xub;xu;Betta Kurumba
;;tav;ta;Tatuyo
;;sue;su;Suena
;;don;do;Toura (Papua New Guinea)
;;wau;wa;Waurá
;;nln;nl;Durango Nahuatl
;;car;ca;Galibi Carib
;;kgs;kg;Kumbainggar
;;ktf;kt;Kwami
;;meu;me;Motu
;;mpq;mp;Matís
;;cjv;cj;Chuave
;;idi;id;Idi
;;mbo;mb;Mbo (Cameroon)
;;kiz;ki;Kisi
;;tbd;tb;Kaki Ae
;;kdq;kd;Koch
;;ncg;nc;Nisga'a
;;xed;xe;Hdi
;;mql;mq;Mbelime
;;chj;ch;Ojitlán Chinantec
;;mit;mi;Southern Puebla Mixtec
;;kuh;ku;Kushi
;;azo;az;Awing
;;axg;ax;Mato Grosso Arára
;;snz;sn;Sinsauru
;;tiy;ti;Tiruray
;;lop;lo;Lopa
;;mgo;mg;Meta'
;;onn;on;Onobasulu
;;esq;es;Esselen
;;naf;na;Nabak
;;lmk;lm;Lamkang
;;vep;ve;Veps
;;scv;sc;Sheni
;;kcu;kc;Kami (Tanzania)
;;pgu;pg;Pagu
;;mxz;mx;Central Masela
;;kfe;kf;Kota (India)
;;mli;ml;Malimpung
;;asb;as;Assiniboine
;;kan;ka;Kannada
;;mlj;ml;Miltu
;;cga;cg;Changriwa
;;cbd;cb;Carijona
;;swv;sw;Shekhawati
;;bve;bv;Berau Malay
;;nmp;nm;Nimanbur
;;nby;nb;Ningera
;;wrm;wr;Warumungu
;;cmr;cm;Mro Chin
;;jak;ja;Jakun
;;svk;sv;Slovakian Sign Language
;;kuu;ku;Upper Kuskokwim
;;scq;sc;Sa'och
;;mep;me;Miriwung
;;yui;yu;Yurutí
;;ntp;nt;Northern Tepehuan
;;tmr;tm;Jewish Babylonian Aramaic (ca. 200-1200 CE)
;;shj;sh;Shatt
;;ett;et;Etruscan
;;kos;ko;Kosraean
;;env;en;Enwan (Edu State)
;;jbt;jb;Jabutí
;;xlo;xl;Loup A
;;leo;le;Leti (Cameroon)
;;lko;lk;Khayo
;;zrp;zr;Zarphatic
;;ato;at;Atong
;;irk;ir;Iraqw
;;xkd;xk;Mendalam Kayan
;;siq;si;Sonia
;;wux;wu;Wulna
;;tpc;tp;Azoyú Me'phaa
;;lbf;lb;Tinani
;;gfk;gf;Patpatar
;;lgu;lg;Longgu
;;mnr;mn;Mono (USA)
;;sld;sl;Sissala
;;mod;mo;Mobilian
;;gut;gu;Maléku Jaíka
;;zpe;zp;Petapa Zapotec
;;yaz;ya;Lokaa
;;sim;si;Mende (Papua New Guinea)
;;btt;bt;Bete-Bendi
;;dbe;db;Dabe
;;snc;sn;Sinaugoro
;;aso;as;Dano
;;xha;xh;Harami
;;ybl;yb;Yukuben
;;afn;af;Defaka
;;ttv;tt;Titan
;;bpv;bp;Bian Marind
;;qxw;qx;Jauja Wanca Quechua
;;eze;ez;Uzekwe
;;fpe;fp;Fernando Po Creole English
;;pcf;pc;Paliyan
;;tnk;tn;Kwamera
;;asv;as;Asoa
;;tul;tu;Tula
;;saf;sa;Safaliba
;;nur;nu;Nukuria
;;sad;sa;Sandawe
;;qvo;qv;Napo Lowland Quechua
;;ncl;nc;Michoacán Nahuatl
;;dpp;dp;Papar
;;pbo;pb;Papel
;;peh;pe;Bonan
;;lgl;lg;Wala
;;msp;ms;Maritsauá
;;cea;ce;Lower Chehalis
;;lmu;lm;Lamenu
;;gvc;gv;Guanano
;;aqz;aq;Akuntsu
;;xsm;xs;Kasem
;;tlx;tl;Khehek
;;blp;bl;Blablanga
;;yim;yi;Yimchungru Naga
;;urr;ur;Lehalurup
